fin_year,month,state_code,state_name,district_code,district_name,approved_labour_budget,avg_wage_rate_per_day_per_person,avg_days_of_employment_per_household,differently_abled_persons_worked,material_and_skilled_wages,num_completed_works,num_gps_with_nil_exp,num_ongoing_works,persondays_of_central_liability_so_far,sc_persondays,sc_workers_against_active_workers,st_persondays,st_workers_against_active_workers,total_admin_expenditure,total_expenditure,total_households_worked,total_individuals_worked,total_active_job_cards,total_active_workers,total_hhs_completed_100_days,total_job_cards_issued,total_workers,total_works_takenup,wages,women_persondays,percent_category_b_works,percent_expenditure_agri_allied,percent_nrm_expenditure,percent_payments_within_15_days,remarks,payload
2023-2024,Feb,9,Uttar Pradesh,28,Fatehpur,475716,243.53,41,219,1434.91,4878,234,6657,320766,22692,3486,1782,257,339.8,2093.11,20483,45240,117974,36990,968,41792,55118,3279,1866.42,181776,24.19,17.52,39.16,93.06,NA,{}
2023-2024,Feb,9,Uttar Pradesh,29,Firozabad,911608,228.47,46,73,1584.01,2722,125,18994,1520097,22021,2288,778,165,322.56,1101.73,35206,128840,34959,172383,456,160079,139977,9986,1642.86,133639,57.75,3.23,13.45,93.41,NA,{}
2023-2024,Feb,9,Uttar Pradesh,30,Gautam Buddha Nagar,1470178,225.64,31,600,767.26,10741,159,18344,778384,28020,4974,1197,240,71.98,2327.5,63824,8007,101050,39330,282,16425,145241,16409,862.0,166048,88.9,79.3,8.2,96.22,NA,{}
2023-2024,Feb,9,Uttar Pradesh,31,Ghaziabad,1755469,207.88,44,528,291.91,2544,406,2997,847428,8313,4220,653,256,321.8,2394.32,11080,10154,91146,32093,682,173364,176098,7246,1334.45,61074,30.25,23.77,7.96,90.7,NA,{}
2023-2024,Feb,9,Uttar Pradesh,32,Ghazipur,1484655,224.15,43,392,1480.61,14986,147,14521,2327225,32474,3727,1962,62,325.7,1369.64,54597,61259,89041,67682,232,188303,27688,507,1319.38,199233,45.21,40.03,3.37,90.92,NA,{}
2023-2024,Feb,9,Uttar Pradesh,33,Gonda,638774,240.44,50,50,708.41,7639,323,11914,67026,36524,3635,803,294,101.43,1051.3,77801,145130,138971,54082,655,119113,92731,8167,1868.8,81769,14.93,77.3,30.76,98.69,NA,{}
2023-2024,Feb,9,Uttar Pradesh,34,Gorakhpur,1141673,249.44,49,61,1962.39,12594,8,12467,1307506,40492,3933,1695,268,188.06,2693.9,57389,18099,44979,48441,901,52375,83112,17492,930.29,27157,32.78,89.69,30.77,93.74,NA,{}
2023-2024,Feb,9,Uttar Pradesh,35,Hamirpur,1902423,246.81,47,330,1227.48,3083,274,18552,192621,42872,486,188,207,405.38,1391.29,6936,24505,93224,184817,406,33847,73724,12550,1751.6,114635,71.7,84.99,18.27,93.34,NA,{}
2023-2024,Feb,9,Uttar Pradesh,36,Hapur,2127104,236.48,35,218,1160.64,4702,11,8175,1589066,5119,3595,490,407,335.12,518.85,93597,104599,57986,50035,926,85556,190130,16020,1965.61,199713,72.39,83.73,84.07,98.48,NA,{}
2023-2024,Feb,9,Uttar Pradesh,37,Hardoi,896196,219.54,43,85,1992.22,11599,75,11044,1387463,22905,443,346,449,216.69,782.53,32498,135917,140276,141050,985,18435,48990,4883,1257.03,81633,86.67,10.3,59.04,93.23,NA,{}
2023-2024,Feb,9,Uttar Pradesh,38,Hathras,627906,209.27,33,352,1088.26,941,122,8231,1946867,38688,3242,195,200,478.02,1954.95,19262,59323,137936,30223,241,49248,21602,17120,1593.22,188545,2.54,67.97,51.81,91.84,NA,{}
2023-2024,Feb,9,Uttar Pradesh,39,Jalaun,1128426,212.97,38,528,1695.82,2525,189,15622,1055439,12203,690,504,95,225.67,1171.02,31747,14036,93538,186173,765,181330,180561,17653,905.74,73093,43.53,67.53,54.61,96.08,NA,{}
2023-2024,Feb,9,Uttar Pradesh,40,Jaunpur,1806291,225.29,40,212,1062.59,11156,50,9147,2288600,22973,4439,705,34,275.33,1671.39,75186,89864,28140,22314,738,113448,101208,8317,1919.15,101639,43.63,14.59,25.83,96.12,NA,{}
2023-2024,Feb,9,Uttar Pradesh,41,Jhansi,1614421,225.43,35,451,1602.1,13091,295,12581,2106912,6745,1538,168,308,381.27,2535.33,10960,114645,23115,86166,359,11183,102611,15349,571.35,54294,68.5,4.04,44.98,96.05,NA,{}
2023-2024,Feb,9,Uttar Pradesh,42,Kannauj,2213518,205.8,38,580,1613.29,10068,499,12423,1755593,6227,518,306,83,492.53,1696.49,46735,119820,66752,187640,570,116582,147434,18025,1759.83,134189,63.15,35.93,72.5,92.7,NA,{}
2023-2024,Feb,9,Uttar Pradesh,43,Kanpur Dehat,793026,244.63,37,585,486.6,1528,22,16465,1617549,38547,1719,1083,260,61.35,1619.39,32476,100576,96427,197166,719,117767,43259,17373,615.15,26684,27.01,6.96,16.56,94.76,NA,{}
2023-2024,Feb,9,Uttar Pradesh,44,Kanpur Nagar,2359220,233.07,43,237,464.0,3018,27,7173,1012738,5492,4468,1443,119,105.94,942.4,22238,45013,34156,120496,937,137717,89225,5546,1967.4,41660,14.4,52.5,13.54,92.34,NA,{}
2023-2024,Feb,9,Uttar Pradesh,45,Kasganj,867880,236.14,31,366,1627.26,13624,191,17464,1387369,38561,737,1935,406,256.89,1531.41,75525,132032,105508,148941,416,148972,19606,13301,1545.79,199526,95.51,82.33,26.29,90.46,NA,{}
2023-2024,Feb,9,Uttar Pradesh,46,Kaushambi,1311575,243.1,40,495,1353.01,12341,228,3202,2404687,3793,1956,1268,370,203.46,1983.26,48675,48463,113884,171732,217,135879,108175,16303,1446.48,58396,19.41,39.61,61.89,94.81,NA,{}
2023-2024,Feb,9,Uttar Pradesh,47,Kushinagar,2113301,207.74,32,274,1924.09,3265,228,12689,1610444,33354,2798,1014,337,402.05,608.66,74228,79744,23180,55848,15,105969,48152,19787,1341.79,117795,15.55,38.05,16.84,98.36,NA,{}
2023-2024,Feb,9,Uttar Pradesh,48,Lakhimpur Kheri,2345332,249.05,39,496,1236.0,2042,191,1343,316894,19007,2194,86,128,230.55,2330.53,24036,114968,87733,101487,209,104182,123518,12391,1082.25,9955,19.53,18.06,95.42,93.57,NA,{}
2023-2024,Feb,9,Uttar Pradesh,49,Lalitpur,2194380,201.07,43,589,469.71,4088,371,11981,1340788,6383,3143,1131,220,262.8,811.5,42790,89763,148479,39199,877,142111,48285,18480,673.62,62726,78.98,75.52,72.67,98.34,NA,{}
2023-2024,Feb,9,Uttar Pradesh,50,Lucknow,1727847,225.83,31,576,1826.75,9865,482,10003,901483,8485,4460,353,303,456.98,1165.02,41150,113821,128734,101322,105,141886,182667,9632,604.8,91174,40.07,8.48,46.26,96.21,NA,{}
2023-2024,Feb,9,Uttar Pradesh,51,Maharajganj,2039684,229.42,38,494,690.47,8888,326,15079,715882,14304,3781,1606,54,429.88,1142.02,62129,44416,100633,116834,887,158708,61387,3177,880.15,20782,34.06,36.68,20.36,99.29,NA,{}
2023-2024,Feb,9,Uttar Pradesh,52,Mahoba,431974,240.73,48,415,1825.87,10886,392,17693,308154,35325,3003,1163,183,413.47,2434.14,77893,23479,90807,49097,683,36324,115974,2083,1844.26,91291,22.22,54.33,37.47,97.01,NA,{}
2023-2024,Feb,9,Uttar Pradesh,53,Mainpuri,828120,206.45,33,469,401.11,7510,211,10368,724077,34192,4071,1116,276,379.25,2200.98,88491,111420,108641,64990,502,92876,167819,19372,1244.83,175699,10.75,44.44,28.0,97.78,NA,{}
2023-2024,Feb,9,Uttar Pradesh,54,Mathura,2425218,240.98,36,101,1901.39,3315,495,9764,1052327,27764,676,681,444,72.47,2457.23,71992,40370,124930,45573,928,168308,130504,3962,595.34,188414,27.65,62.37,3.87,96.47,NA,{}
2023-2024,Feb,9,Uttar Pradesh,55,Mau,1891560,220.19,38,210,1711.82,8757,453,10894,1358573,22793,1517,173,420,209.49,1944.75,99024,26906,22798,144665,707,133545,198661,4463,1669.07,130660,26.7,11.13,44.92,95.64,NA,{}
2023-2024,Feb,9,Uttar Pradesh,56,Meerut,1114470,206.35,33,117,698.41,13437,484,8793,836290,10795,1547,1111,162,456.11,673.12,21999,138629,15079,76055,833,135678,161173,2551,1401.61,16724,82.13,62.04,61.99,100.0,NA,{}
2023-2024,Feb,9,Uttar Pradesh,57,Mirzapur,1694908,244.11,42,297,1348.95,7589,91,4015,368937,42993,3087,1609,77,74.08,1808.7,17382,63670,114012,44925,581,162399,185148,1968,531.78,98944,20.31,58.17,49.08,94.47,NA,{}
2023-2024,Feb,9,Uttar Pradesh,58,Moradabad,1247301,232.67,42,457,1290.51,1012,455,5879,2360337,46612,3473,1943,328,429.88,2807.41,11185,90330,121063,143229,963,67860,170100,776,1272.84,97732,65.64,15.15,80.55,99.22,NA,{}
2023-2024,Feb,9,Uttar Pradesh,59,Muzaffarnagar,916120,242.64,50,593,52.29,9821,336,9204,2030698,21598,2592,434,337,320.05,2085.01,29617,146270,141695,188470,969,96531,197175,15236,1539.6,181625,77.26,7.48,79.01,92.14,NA,{}
2023-2024,Feb,9,Uttar Pradesh,60,Pilibhit,1456064,228.92,43,461,1709.14,7476,155,12564,2219459,26682,4632,1656,235,434.16,2855.6,56296,48297,41029,90311,686,80722,23266,2552,728.5,168122,97.52,7.05,98.93,90.72,NA,{}
2023-2024,Feb,9,Uttar Pradesh,61,Pratapgarh,1790100,242.08,37,415,1480.34,11997,69,15433,1073273,39251,661,348,188,283.01,1011.04,77188,97494,123020,144706,601,124587,51082,17494,1205.64,81846,94.04,71.78,17.49,91.94,NA,{}
2023-2024,Feb,9,Uttar Pradesh,62,Raebareli,1990184,226.74,41,549,1883.07,10347,388,11203,2086148,35585,870,652,282,377.29,1330.72,3114,72280,43738,66325,194,111104,80776,17755,1277.54,165688,94.12,28.76,77.64,90.95,NA,{}
2023-2024,Feb,9,Uttar Pradesh,63,Rampur,1490933,205.26,30,230,1545.32,2370,82,11331,101258,27685,1311,1099,115,464.63,903.3,9318,148039,137071,118227,844,112678,28951,6571,1843.88,86162,8.99,61.83,10.29,96.89,NA,{}
2023-2024,Feb,9,Uttar Pradesh,64,Saharanpur,1206031,233.25,44,216,1171.63,11782,409,17149,1946829,26799,1005,184,172,326.02,2186.31,17067,14698,112041,52417,127,65039,170620,14821,752.5,27098,4.61,12.91,82.45,92.52,NA,{}
2023-2024,Feb,9,Uttar Pradesh,65,Sambhal,635319,241.65,37,143,227.87,12863,96,12614,2130773,24910,4490,1013,90,340.4,2786.2,40855,12743,95976,162336,412,35855,126699,16465,1482.07,111224,81.29,86.03,61.87,93.01,NA,{}
2023-2024,Feb,9,Uttar Pradesh,66,Sant Kabir Nagar,741344,243.26,38,342,1878.51,5617,350,10917,530197,15363,3344,1122,0,318.46,2558.27,61886,59426,37425,30205,863,18243,54057,8037,886.18,197568,57.38,76.24,27.74,92.91,NA,{}
2023-2024,Feb,9,Uttar Pradesh,67,Shahjahanpur,1916476,240.09,47,415,1767.0,3555,219,17752,1748782,43380,2641,1880,390,472.44,2490.28,42246,92843,108132,177074,725,180100,166411,11820,1670.22,154156,87.44,5.43,69.13,91.34,NA,{}
2023-2024,Feb,9,Uttar Pradesh,68,Shamli,1215858,240.73,34,236,1564.33,7310,280,17909,2114193,46265,3843,1963,478,267.26,1264.31,29058,80913,25879,128566,288,92317,184957,1449,507.56,20376,49.64,66.11,91.49,98.66,NA,{}
2023-2024,Feb,9,Uttar Pradesh,69,Shravasti,736450,206.91,38,94,1218.35,4177,373,16138,1493916,2212,1160,1710,343,360.89,2511.74,20959,143226,28893,194555,324,170555,108827,4520,1975.03,43603,58.18,43.3,30.82,95.16,NA,{}
2023-2024,Feb,9,Uttar Pradesh,70,Siddharthnagar,1634355,237.38,46,422,485.43,13559,178,18684,1586159,24262,4346,1790,99,65.72,2300.59,88212,114126,148390,30053,744,121641,108891,18479,1460.24,149392,3.61,25.02,27.25,90.3,NA,{}
2023-2024,Feb,9,Uttar Pradesh,71,Sitapur,1456777,237.15,38,488,419.1,9328,28,14321,1811586,39310,1384,1515,35,93.39,1789.5,56885,126843,134244,142852,981,101980,124403,15286,1985.01,180929,49.11,46.59,85.47,93.17,NA,{}
2023-2024,Feb,9,Uttar Pradesh,72,Sonbhadra,1832701,238.57,30,490,88.32,2323,167,17509,2018970,46690,2956,771,302,483.8,1983.65,84888,99334,76816,138232,224,91747,93603,17393,1878.17,63895,9.89,18.91,86.46,91.39,NA,{}
2023-2024,Feb,9,Uttar Pradesh,73,Sultanpur,2248333,243.25,44,24,839.43,8464,496,4063,915255,27904,3095,658,465,494.25,1267.98,22043,67658,43384,21355,59,121266,137081,17533,1189.55,27688,3.14,48.86,52.85,93.78,NA,{}
2023-2024,Feb,9,Uttar Pradesh,74,Unnao,789700,215.24,31,144,703.24,14498,4,18387,2482673,4348,2286,896,167,64.16,1305.39,88586,126366,51235,123226,919,174291,134249,14365,1616.96,71532,11.45,97.16,48.81,92.78,NA,{}
2023-2024,Feb,9,Uttar Pradesh,75,Varanasi,1783389,203.95,47,279,1982.09,9138,483,4166,781624,42212,482,1398,63,220.59,1454.26,35343,148039,119527,73369,324,177027,45108,12675,562.39,91442,97.3,34.57,78.01,95.22,NA,{}
2023-2024,Mar,9,Uttar Pradesh,1,Agra,1778921,204.23,49,534,726.12,1560,400,7162,1866487,14732,1888,1494,246,364.87,2880.99,47881,49483,120343,21497,654,177980,183947,18532,1424.9,46274,76.7,90.05,77.21,92.33,NA,{}
2023-2024,Mar,9,Uttar Pradesh,2,Aligarh,1195613,209.01,48,95,1655.62,3656,445,5826,1181938,14597,2385,1809,327,385.51,667.5,41718,130183,61778,179164,6,42934,64384,771,1653.29,58580,10.37,76.75,28.56,99.69,NA,{}
2023-2024,Mar,9,Uttar Pradesh,3,Allahabad,819307,237.27,46,504,584.01,7782,255,2678,522651,15191,2316,1989,460,309.38,618.59,17620,129922,119066,170710,434,137837,111780,12576,537.58,41257,45.94,74.19,47.59,96.68,NA,{}
2023-2024,Mar,9,Uttar Pradesh,4,Ambedkar Nagar,546464,229.98,43,504,1451.86,13243,38,12961,1109164,34263,950,1890,150,173.23,1063.31,72574,122999,112482,57270,935,71597,105366,13859,1674.82,191518,34.49,40.9,43.89,99.26,NA,{}
2023-2024,Mar,9,Uttar Pradesh,5,Amethi,1540137,227.52,50,176,884.7,6521,103,18491,1493734,1390,2118,260,473,176.53,2505.22,40005,140854,21495,105458,172,90105,170020,8068,1819.74,116953,51.84,81.83,46.71,97.51,NA,{}
2023-2024,Mar,9,Uttar Pradesh,6,Amroha,1667779,214.62,34,102,111.61,8161,287,6872,2261418,47877,1183,992,262,98.17,1684.98,7907,48484,81182,100576,321,103157,38593,16011,1363.04,194670,45.08,44.89,25.14,93.85,NA,{}
2023-2024,Mar,9,Uttar Pradesh,7,Auraiya,1028912,239.59,44,538,618.04,9033,441,18880,2451321,27948,3251,1072,252,408.67,1229.28,47142,136947,59218,179772,398,101466,140511,13905,1634.15,69104,22.86,82.61,95.28,93.38,NA,{}
2023-2024,Mar,9,Uttar Pradesh,8,Ayodhya,893442,218.13,40,500,197.73,12006,273,10670,2280638,2663,3331,1993,311,264.34,1818.72,94363,93303,148861,198079,577,118237,123263,14495,1004.9,163835,12.6,78.01,35.55,94.42,NA,{}
2023-2024,Mar,9,Uttar Pradesh,9,Azamgarh,996289,208.2,44,356,1810.9,2657,354,13065,2125184,42945,4218,334,172,251.36,1383.42,78980,52221,37416,153651,114,172405,174152,11318,1777.84,189742,78.96,58.47,1.47,91.76,NA,{}
2023-2024,Mar,9,Uttar Pradesh,10,Baghpat,1743654,239.99,50,143,276.96,1339,335,11062,748500,29456,2359,1008,469,394.04,2141.01,70536,63550,131549,106359,782,90761,76711,1807,1769.83,84191,94.62,3.08,14.98,95.32,NA,{}
2023-2024,Mar,9,Uttar Pradesh,11,Bahraich,718499,208.65,43,75,59.25,11650,148,19919,2084841,47004,4504,1742,434,375.96,1020.56,36657,132458,113543,130590,217,198106,82501,2360,1210.31,136436,20.37,33.88,8.27,97.29,NA,{}
2023-2024,Mar,9,Uttar Pradesh,12,Ballia,491408,219.37,35,320,58.56,14473,60,1351,288781,46344,103,317,313,335.99,1789.32,31433,65543,45280,122600,238,81150,96508,8765,1039.64,188362,62.92,12.12,10.41,95.62,NA,{}
2023-2024,Mar,9,Uttar Pradesh,13,Balrampur,1344739,201.17,47,232,971.33,12200,34,1849,1424791,17542,4178,823,115,121.98,1608.58,23798,109753,81221,146921,615,163097,187673,13672,654.23,156471,79.92,60.03,81.47,96.57,NA,{}
2023-2024,Mar,9,Uttar Pradesh,14,Banda,1201126,217.0,36,547,566.18,2804,55,16475,1597461,41416,1352,109,288,324.51,820.58,55220,110883,17190,181804,95,194887,156329,5630,1476.12,66190,25.46,38.56,12.58,99.54,NA,{}
2023-2024,Mar,9,Uttar Pradesh,15,Barabanki,2162624,242.95,50,348,1346.83,6444,94,12862,1070045,19861,697,282,90,278.58,1878.94,46361,130299,148479,37197,379,18226,41239,2972,1417.45,163414,27.99,93.0,75.75,90.27,NA,{}
2023-2024,Mar,9,Uttar Pradesh,16,Bareilly,1434239,216.77,34,344,1346.6,14981,33,4926,670627,20790,746,1582,48,395.72,1509.15,61771,41704,134958,102948,23,27867,93076,19348,998.46,50109,79.47,22.89,18.73,97.74,NA,{}
2023-2024,Mar,9,Uttar Pradesh,17,Basti,559883,230.17,42,405,1736.01,9506,124,11908,1162658,25458,2235,1547,101,289.27,676.96,23050,140344,119834,152222,40,190536,47722,2104,823.91,198973,19.82,99.5,12.99,95.67,NA,{}
2023-2024,Mar,9,Uttar Pradesh,18,Bhadohi,421195,242.95,44,504,805.82,13067,110,10721,2161628,18169,699,1542,49,311.72,2361.13,14684,54984,143700,55314,890,161730,92651,11842,741.89,77421,74.51,27.23,39.69,96.22,NA,{}
2023-2024,Mar,9,Uttar Pradesh,19,Bijnor,506311,215.8,42,467,1623.5,1098,458,14082,1714135,22905,2520,109,495,313.22,1831.91,11624,98809,10231,195707,529,149743,163025,10983,1210.74,82407,96.72,34.59,64.56,96.66,NA,{}
2023-2024,Mar,9,Uttar Pradesh,20,Budaun,1803559,249.05,32,334,1355.93,2461,469,5167,764714,6080,930,1865,161,235.96,1278.84,16036,133223,127708,125485,496,102238,98786,12578,666.78,9685,22.69,70.8,52.65,94.37,NA,{}
2023-2024,Mar,9,Uttar Pradesh,21,Bulandshahr,441078,234.96,35,493,1843.05,3800,250,15943,971662,29614,599,249,366,331.1,1665.52,5393,100214,67308,63003,728,79360,43107,15110,930.49,46434,59.17,44.88,18.67,99.95,NA,{}
2023-2024,Mar,9,Uttar Pradesh,22,Chandauli,1934492,230.37,31,236,1439.96,7941,392,14788,1015398,41677,3723,133,236,295.37,2493.34,67639,93981,124646,79312,275,165387,87432,18059,1858.41,23007,53.46,5.99,12.66,96.24,NA,{}
2023-2024,Mar,9,Uttar Pradesh,23,Chitrakoot,806956,238.11,43,412,1908.11,8778,80,4214,979086,47280,1459,1616,461,89.19,556.77,20079,120481,72670,199904,281,187024,69629,536,1090.89,44457,48.82,16.89,95.93,95.63,NA,{}
2023-2024,Mar,9,Uttar Pradesh,24,Deoria,629301,215.95,44,335,140.82,2189,339,10811,837833,3363,4361,452,402,328.69,936.92,78902,70996,144909,111579,600,86332,49239,10297,1371.94,100445,65.23,27.58,56.49,99.42,NA,{}
2023-2024,Mar,9,Uttar Pradesh,25,Etah,549006,236.94,39,407,202.56,9797,384,1822,2186657,21260,4943,1523,162,224.46,2423.03,83027,100551,43028,34078,511,67185,67373,17243,1798.88,186957,81.8,74.02,84.62,92.88,NA,{}
2023-2024,Mar,9,Uttar Pradesh,26,Etawah,1975048,232.4,44,425,803.01,4569,18,8632,756489,26626,2554,250,133,363.71,879.12,69756,71296,42305,114097,97,106289,94510,13755,1179.82,45800,30.44,14.22,49.48,98.61,NA,{}
2023-2024,Mar,9,Uttar Pradesh,27,Farrukhabad,1384688,206.32,50,580,1163.31,6153,395,17948,669099,49570,1121,858,268,57.47,1177.36,30688,122855,49053,50078,346,89148,78709,6127,1550.47,18445,2.25,89.3,94.48,98.75,NA,{}
2023-2024,Mar,9,Uttar Pradesh,28,Fatehpur,1913875,244.1,38,376,598.61,8539,355,3363,1031671,27724,1569,1075,362,346.38,547.24,82495,136647,136953,14305,126,122962,146618,12596,844.11,36978,32.33,75.08,26.13,99.49,NA,{}
2023-2024,Mar,9,Uttar Pradesh,29,Firozabad,815938,205.68,49,479,422.55,1281,362,7528,1046895,13477,2766,131,333,368.71,1218.89,21445,143065,138243,168089,366,23393,178924,11976,634.42,44376,48.52,99.14,64.12,95.18,NA,{}
2023-2024,Mar,9,Uttar Pradesh,30,Gautam Buddha Nagar,1581591,224.3,48,365,178.37,6643,180,15515,720359,7311,2306,1586,9,478.11,2488.23,58298,134936,20807,32359,634,41539,29942,875,1939.97,32361,91.5,49.0,56.03,90.27,NA,{}
2023-2024,Mar,9,Uttar Pradesh,31,Ghaziabad,894948,201.99,38,505,283.46,6996,481,7830,2116884,34348,803,1774,426,104.39,980.88,43867,7204,95672,176417,776,41381,168664,5776,855.98,24362,20.48,17.65,69.12,92.23,NA,{}
2023-2024,Mar,9,Uttar Pradesh,32,Ghazipur,2206007,205.02,42,161,869.65,12633,472,19282,381461,48668,3977,1815,490,111.5,2374.21,41955,99964,108739,189135,54,11161,87701,10554,1274.61,172701,20.39,17.73,92.74,98.97,NA,{}
2023-2024,Mar,9,Uttar Pradesh,33,Gonda,1245145,244.26,50,394,984.15,14794,46,14581,1247765,25264,4005,867,129,340.81,1164.52,30137,4772,131623,81577,241,99667,39354,7078,1728.66,132059,78.13,74.4,59.13,90.41,NA,{}
2023-2024,Mar,9,Uttar Pradesh,34,Gorakhpur,1843605,220.63,30,593,1937.45,9876,459,13234,795524,41589,4749,1683,98,498.15,2780.68,15839,148643,99318,154730,55,154195,94088,15810,1004.64,49974,39.75,47.79,33.09,98.71,NA,{}
2023-2024,Mar,9,Uttar Pradesh,35,Hamirpur,2077017,246.29,37,252,426.85,10610,322,17442,2091565,33134,823,262,23,143.35,2716.26,32239,9653,93709,180240,349,110675,117503,6256,1199.32,22538,85.52,71.75,55.9,91.49,NA,{}
2023-2024,Mar,9,Uttar Pradesh,36,Hapur,1760630,209.2,46,578,1004.88,641,180,10508,1961772,19665,4234,1055,47,192.25,1462.15,62148,24484,105071,132321,28,55328,90848,12377,1865.27,116396,63.91,91.93,85.09,97.02,NA,{}
2023-2024,Mar,9,Uttar Pradesh,37,Hardoi,575441,226.37,45,461,1546.05,14379,176,6125,1149130,37905,1968,1344,256,326.96,1186.68,89902,36745,116130,81246,912,150468,166517,13853,761.79,60910,66.64,52.13,54.56,97.43,NA,{}
2023-2024,Mar,9,Uttar Pradesh,38,Hathras,2324823,245.39,39,127,1831.96,1900,11,14355,1284060,45925,3462,1901,277,425.2,536.04,82019,148902,138385,53600,688,98689,87594,18138,601.44,66485,36.09,85.92,59.59,93.45,NA,{}
2023-2024,Mar,9,Uttar Pradesh,39,Jalaun,965777,229.04,44,155,980.37,10044,162,1426,2469669,28183,2718,665,221,129.31,2908.6,59918,10263,125446,147488,625,27378,65984,18138,1480.49,111522,56.54,95.24,12.83,91.85,NA,{}
2023-2024,Mar,9,Uttar Pradesh,40,Jaunpur,609570,214.83,31,178,1961.0,7299,95,14427,1579597,9625,3376,1989,453,276.99,2230.15,9274,128895,115395,40587,78,74271,132051,17467,1027.45,47982,5.36,67.96,21.52,92.38,NA,{}
2023-2024,Mar,9,Uttar Pradesh,41,Jhansi,1414318,237.82,39,486,149.44,3088,89,3348,2184705,11494,539,1446,406,236.93,1170.81,27312,122052,23751,17675,941,82224,147971,11659,1732.86,194262,57.41,12.34,55.59,98.79,NA,{}
2023-2024,Mar,9,Uttar Pradesh,42,Kannauj,746154,206.49,44,150,719.96,6052,329,18996,1230074,41151,1633,544,157,271.66,688.51,19796,75524,18605,131740,753,15160,166025,13203,1209.81,177663,5.49,88.01,43.88,92.88,NA,{}
2023-2024,Mar,9,Uttar Pradesh,43,Kanpur Dehat,2132325,236.93,49,19,1702.71,11788,14,6965,1122374,15850,4732,1208,136,465.01,1012.87,83983,13197,40453,137296,495,82028,109677,17696,1568.54,55379,30.76,40.59,49.5,91.98,NA,{}
2023-2024,Mar,9,Uttar Pradesh,44,Kanpur Nagar,1491901,224.88,40,104,896.96,12483,185,17814,657552,40488,1251,1199,177,328.2,2240.6,49861,83950,105795,190739,822,172715,68111,15485,1264.22,145093,99.97,31.34,58.71,94.29,NA,{}
2023-2024,Mar,9,Uttar Pradesh,45,Kasganj,803584,249.52,31,522,162.9,2416,476,3549,1300627,20028,2278,1762,251,157.97,677.23,47054,12147,141279,122820,165,56482,153488,11302,1972.6,150396,51.06,4.02,54.36,96.95,NA,{}
2023-2024,Mar,9,Uttar Pradesh,46,Kaushambi,1481174,240.49,35,363,1733.38,1195,281,2632,1751515,4879,4086,709,210,331.44,1095.18,47151,104790,13504,59098,156,151824,62512,11568,1155.56,48952,8.78,45.5,42.71,93.25,NA,{}
2023-2024,Mar,9,Uttar Pradesh,47,Kushinagar,416666,249.35,31,226,1472.56,4745,458,10883,1747065,33574,2316,1177,363,442.95,1381.64,64445,136615,30811,61137,563,168606,150247,18132,570.87,5200,8.67,15.03,73.08,90.73,NA,{}
2023-2024,Mar,9,Uttar Pradesh,48,Lakhimpur Kheri,2113883,217.57,35,518,1335.93,12467,299,1036,2250743,14289,1557,1557,270,426.87,1014.43,90800,101678,114371,180380,248,27272,96148,1372,914.19,153502,64.0,2.49,64.26,99.19,NA,{}
2023-2024,Mar,9,Uttar Pradesh,49,Lalitpur,495571,222.11,42,218,1101.6,7757,66,15600,2294425,20811,4507,1057,112,200.14,1084.99,80420,104200,32771,54635,342,32831,72806,2616,1404.25,121825,28.18,6.37,53.44,96.68,NA,{}
2023-2024,Mar,9,Uttar Pradesh,50,Lucknow,1338071,242.53,45,37,1421.8,14801,319,3963,1257860,39467,853,500,166,382.8,1890.01,81907,86598,59354,141946,430,100957,138203,13763,958.43,54840,46.09,29.42,9.99,92.84,NA,{}
2023-2024,Mar,9,Uttar Pradesh,51,Maharajganj,1544583,226.89,39,137,352.84,14785,279,18853,2274199,25714,539,1173,435,114.83,2335.81,32385,138962,112762,162139,564,40884,147263,13672,1927.43,30187,78.03,90.92,23.8,90.58,NA,{}
2023-2024,Mar,9,Uttar Pradesh,52,Mahoba,1372933,206.94,46,465,1779.73,7206,196,1497,405847,9310,4639,1180,440,396.03,596.45,85637,86556,140223,56691,233,151935,111717,14110,1751.19,65688,70.11,75.3,91.5,91.44,NA,{}
2023-2024,Mar,9,Uttar Pradesh,53,Mainpuri,1185490,221.37,30,41,858.14,6622,388,18392,2047412,49739,2193,746,94,276.96,2662.12,95443,148421,13091,85700,480,77792,185723,2764,1631.79,161526,27.07,32.7,13.98,95.27,NA,{}
